"Auftragsnummer..None.","Runtime","product_code..None.","Durchsatz..kg.h.","Bahngeschwindigkeit..m.min.","Elektrische.Leistung.Gesamt..kW.","Leistung..kW.","Anlage.Stillstandsgrund....","Produktionsstatus....","Folienprofil.3.Sigma....","Extruder.A.Durchsatz..kg.h.","Extruder.A.Drehzahl..1.min.","Extruder.A.Motorstrom..A.","Extruder.A.Massetemperatur..Â.C.","Extruder.B.Durchsatz..kg.h.","Extruder.B.Drehzahl..1.min.","Extruder.B.Motorstrom..A.","Extruder.B.Massetemperatur..Â.C.","Extruder.C.Durchsatz..kg.h.","Extruder.C.Drehzahl..1.min.","Extruder.C.Motorstrom..A.","Extruder.C.Massetemperatur..Â.C.","Wickler.A.Anpresskraft..N.","Wickler.A.Zentralantrieb.Kraft..N.","Wickler.B.Anpresskraft..N.","Wickler.B.Zentralantrieb.Kraft..N.","Runtime_h","Qty"
"3164783806",59690,94168342.4668008,519.066328630761,45.1053975653441,239.509992925694,NA,0,49.1086519114688,4.36730716613857,95.3856703453141,51.5338869254754,63.4520456069752,188.336519114688,264.691319793763,74.0075955483675,75.8680415828303,209.879107981221,158.989364365617,89.6226517954263,67.7726358148893,215.442152917505,158.730046948357,121.978537894031,158.762743125419,121.986418511066,16.5805555555556,8606.40809888059
"3165480803",83690,94145198.0578256,516.566648757187,37.9643847288909,234.093055602954,NA,0,48.5827956989247,3.39987698162471,122.796065438292,65.4142302719353,66.7451612903226,210.932974910394,262.198561316778,72.698124436865,76.8357228195938,209.632855436081,131.572225345078,70.751934452581,64.9086021505376,211.680167264038,159.00119474313,81.9050179211469,159.028315412186,81.9138590203106,23.2472222222222,12008.7396762469
"3165480804",43330,94165626.0636825,506.283362578289,37.551729027995,235.638707592678,NA,0,48.3853253345639,3.5160593862736,118.758403820325,78.609391063273,56.0154591601292,227.83710198431,260.278179673924,81.602676653895,66.5179972311952,219.222658052607,127.246943510343,80.068204611306,58.9843101061375,218.617443470235,158.462159667743,115.822335025381,157.285879095524,114.906552838025,12.0361111111111,6093.68280569925
"3165480805",39510,94165627.021002,514.853227352806,38.1623214956237,233.118491815652,NA,0,47.9314271255061,3.2164187932666,120.867908305002,72.3233807441677,59.7446862348178,210.827682186235,264.583906049188,75.9677124197184,68.7697368421053,208.444585020243,129.399031044501,74.1837045912318,61.1449898785425,211.220900809717,157.110576923077,80.230516194332,157.001012145749,76.997975708502,10.975,5650.51417019705
"3165892.802",1440,94697156.5517241,493.704537227236,29.0510348484434,194.386448090652,NA,0,1,0,135.549197703394,84.0427574420797,44.9172413793103,189.227586206897,225.605238500135,72.9172413266938,58.0620689655172,223.062068965517,132.56436814933,87.8462086118501,41.5034482758621,192,136.041379310345,73.4551724137931,130.110344827586,11.1103448275862,0.4,197.481814890894
"3165892802",40600,94704622,247.462483255536,19.1294018931648,113.300856980805,NA,0.63580398916523,11.8485594681113,0.809590123786447,61.651228769223,36.0985718037042,17.2647131248461,153.923910366905,122.21985328447,37.5140359868681,23.3686284166461,159.017729623246,63.6119252791753,38.7992122195032,16.8480669785767,161.386111795124,65.5323811868998,32.6729869490273,145.590248707215,16.4629401625215,11.2777777777778,2790.82689449299
"3165892803",14690,94704621.9993197,767.530876211569,61.2569381869569,270.932143261968,NA,0,25.9537414965986,2.9862161135187,213.840890355013,124.732247135915,56.4891156462585,193.644217687075,332.459482704215,102.431632876234,59.5952380952381,188.840816326531,222.147810125027,132.522583480108,57.3952380952381,194.214285714286,135.231292517007,114.266666666667,135.287755102041,109.975510204082,4.08055555555556,3131.95238098554
"3166543802",67020,94704291.8334828,772.953463038058,49.8376524598074,277.036335364372,277.064688682841,0.0472346786248132,46.0811659192825,2.27761587312581,196.159218512451,116.596532106435,50.5067264573991,194.45754857997,380.766131159369,117.228131302625,71.6236173393124,194.062182361734,196.083695169985,118.574529484569,49.2448430493274,194.79177877429,92.1596412556054,112.466965620329,98.6174887892377,108.361434977578,18.6166666666667,14389.8169702252
"3167143802",84810,94155278.6165999,738.874447578587,55.2507181921761,274.122399246712,NA,0.0188634755953784,47.5058948361236,2.48395719235305,201.234504946052,133.996957970183,55.3242159867956,197.245578872907,336.241190312859,112.139342175146,63.0272341428908,194.076279179439,201.406734022996,133.515184955197,53.2932091487857,197.862532421599,157.996698891771,70.2669181796746,157.507781183683,66.9327988681915,23.5583333333333,17406.6505275389
"3167381801",79170,42120873,552.350646665464,34.4297921344078,194.482190028319,NA,0.0145238696640566,47.0401616569841,2.68485956610258,137.796270076902,91.8938493856609,35.7131851477646,200.671129072998,276.573592096846,91.4579944270831,39.7116696135388,198.430790603688,138.018194793842,91.8501768410131,34.2229098257136,201.431800959838,122.752462743117,79.9564283910078,122.778479413993,68.9176559737307,21.9916666666667,12147.1113045847
"3167555803",46610,94108332.5772201,535.436630785798,54.4899408466465,216.58280196286,NA,0,49.8318318318318,6.08161591072033,132.627380776947,84.2064559295013,42.2576147576148,194.115186615187,270.121147833276,73.8914204257489,68.6713856713857,220.244315744316,132.695590657055,82.8084292827068,41.2709137709138,195.706992706993,114.409480909481,70.4180609180609,115.100386100386,73.5117975117975,12.9472222222222,6932.41704470167
"3167558803",83890,94166514.2584029,548.103232331668,75.0991088839907,229.749549738415,NA,0,49.7654350417163,4.35441193771021,149.176587199596,88.7037663310873,47.1984505363528,189.238498212157,253.293954975187,83.0390466537748,56.4032181168057,221.022288438617,145.632209163116,90.9755422371647,45.1038140643623,189.000595947557,195.795709177592,79.9026221692491,195.618593563766,79.6983313468415,23.3027777777778,12772.3278223066
"3167580803",81040,94166018.2057009,741.990576246178,61.0195591542778,269.398828968244,NA,0.00740375123395854,40.7430898321816,3.59581170683434,227.346411751265,143.785352200608,61.3109575518263,201.395977295163,364.578965970524,122.447791349308,69.8690769990128,196.827615992103,150.165005857123,98.1604882745552,43.8457551826259,194.379565646594,570.796767028628,56.3278627838105,570.729886475814,55.6436327739388,22.5111111111111,16703.0323052751
"3167581803",38900,94166019.8306348,677.455260264785,55.015650855732,249.791517991512,NA,0.0398355178617322,38.7136982780776,3.00226590964887,197.366621310715,121.82068890062,53.7735800565407,197.392958108455,340.872295581722,110.54425587642,65.7203803649447,198.922127987664,139.336092913865,88.4342070402814,42.550244153174,192.592906707787,452.207658699563,62.6473914160884,451.247751220766,49.1292726805448,10.8055555555556,7320.28045119448
"3167660804",59330,94168167.5716212,518.379160655722,46.8430737841599,234.727831926336,NA,0,49.1695315133131,4.37520202462987,94.6629965884701,52.9051565993784,58.3931580721267,202.362150320189,267.374094670896,73.032524597456,74.0466801482979,207.396359959555,156.341184432875,87.2742501230886,66.7398045163465,216.340242669363,158.95298281092,120.780586450961,158.938153016515,120.774014155713,16.4805555555556,8543.17655602889
"3167660806",57780,94168167.9766396,516.288066604596,46.7898932749228,239.119546336108,NA,0,47.1344523273923,4.37403331208877,96.9080358050773,53.7679525970443,58.8164042221838,204.708427063506,263.207130898157,76.7060910060056,74.3741131683682,211.811559093269,156.170497811775,90.3220102917799,65.1346253677107,218.326873161447,170.960373767088,79.9172867278076,171.33085308877,79.929745630732,16.05,8286.42346900376
"3167662804",60580,94168167.381542,502.831405022445,44.9590049379628,239.142022105005,239.154048018434,0,49.8755159319795,4.78198624224046,99.725658627731,67.4556710159934,54.4112596995212,210.346871388476,253.507064967969,76.8788171131776,69.1672445104837,206.677563150074,149.598672819901,103.753029578783,56.8689120026416,225.435859336305,152.794287601123,102.069506356282,152.864124153872,100.159649991745,16.8277777777778,8461.53514340547
"3167662805",55400,94168166.5123713,532.852752183994,48.4582618787785,243.67548389514,243.67962347206,0,48.8031424959364,3.99530391867935,109.141693127635,57.4882064538246,62.3227379447354,205.896333754741,260.414290728715,81.7071520250929,66.7800252844501,212.479320931913,163.29836138022,89.6212923319649,65.960809102402,216.030521943291,158.259888026007,108.231713924508,158.138522665703,104.44681235326,15.3888888888889,8200.01179749813
"3167947804",16370,94100617.013431,369.753345793493,40.3369963665439,167.611314857399,NA,0.231379731379731,0.87973137973138,2.76738941087245,93.4324209610767,56.3496948241896,32.0860805860806,190.230769230769,186.755822635832,58.1511596267331,43.4920634920635,219.818681318681,92.4446746114373,55.8076311926265,31.8052503052503,190.351037851038,144.167887667888,51.0854700854701,141.633089133089,35.6318681318681,4.54722222222222,1681.35063073319
"3168250803",76090,94168052.9775296,757.152041520082,50.7447964283233,271.157667044992,NA,0.0244415243101183,47.3438896189225,2.32575535652045,172.701379918551,113.666189119662,46.1378449408673,194.522207621551,400.996321971783,125.060907074515,71.1509855453351,196.614060446781,184.92399314537,121.857897299411,47.9126149802891,196.511432325887,157.689750328515,72.2942181340342,155.635873850197,70.7398160315374,21.1361111111111,16003.2496775731
"3168366803",20960,94166866.2810707,610.159336272435,69.7758134546517,245.419810161992,245.373339126032,0,20.4005736137667,4.42285547292939,185.580379165153,110.866490901998,47.9158699808795,182.019120458891,298.837953002229,77.0080305978399,63.3699808795411,216.038718929254,125.740790361656,57.3199803332298,58.7127151051625,216.008126195029,145.386233269598,82.5578393881453,145.225621414914,82.5812619502868,5.82222222222222,3552.48324674173
"3168701802",6380,94162489.8169014,533.393075862401,53.7915488707254,216.765202744653,NA,0,34.4287949921753,7.10555314346098,135.125300459645,74.5712052704956,42.7245696400626,179.104851330203,262.484996001672,72.1333333524367,63.9608763693271,223.846635367762,135.763315669434,76.267761624475,41.8419405320814,194.762128325509,247.442879499218,82.8059467918623,245.71048513302,63.9921752738654,1.77222222222222,945.291062222811
"3170029804",55990,94166803.514832,531.379456442539,54.621462021963,235.157826256633,235.145714073372,0.0210864903502502,46.4910650464618,5.11988550249895,135.802429549774,82.7372941941854,44.358649035025,187.17762687634,263.184442535224,88.2838990938629,63.0959614010007,223.495711222302,132.465898384274,84.2741414894156,41.7944960686204,190.861686919228,386.245711222302,77.8886704789135,334.755003573981,77.0307362401715,15.5527777777778,8264.42660172716
"3170251803",51450,94166390.1651768,431.051681790795,13.6386707625035,NA,NA,0.125340069957248,35.9333462883793,NA,105.900067291415,59.0496889805451,54.7930431403031,187.884570540225,219.414231658769,54.6540611385286,63.7798289933929,208.146327244462,105.743721945759,59.4015740857811,53.3212203653323,191.262922658375,141.773221919938,124.97298872911,109.522930431403,113.241158181112,14.2916666666667,6160.44695226011
"3170345802",23440,94168829.8550107,477.966946105103,38.4168445857826,201.350762344881,NA,0.17953091684435,22.2682302771855,1.29002340373708,104.432707432338,61.2456723701217,38.5181236673774,203.655010660981,236.431507521347,73.577697535466,50.9880597014925,201.604690831556,137.269553464918,84.8475490430779,43.9215351812367,208.486567164179,131.972281449893,71.5257995735608,152.623880597015,23.8319829424307,6.51111111111111,3112.09589352878
"3170554802",13030,94169138.9133436,569.495754405765,45.476073083702,200.241275600129,NA,0,37.3489263803681,3.09175595641136,142.021104555189,96.1497696426017,36.2055214723926,201.293711656442,285.447649247807,94.9610428137282,41.055981595092,199.243865030675,142.019261553244,95.5733895974657,34.6211656441718,202.220858895706,124.488496932515,80.6756134969325,124.561349693252,80.7062883435583,3.61944444444444,2061.25824441864
"3171025806",48470,94166723.6148117,484.734972100343,33.8740381546439,221.240998885234,NA,0.0314439387670666,43.0084815887464,4.3060139011735,120.460779231888,65.6402565849977,63.0415804716591,213.840711625983,244.601498175713,72.4758171881828,65.0893669838643,209.180388911874,119.706865392345,73.217769655552,53.7037649979313,212.006826644601,158.246172941663,109.936077782375,156.513446421183,99.2689284236657,13.4638888888889,6526.41780491767
"3171190804",45400,94165699.0650496,485.260645111656,34.6266579191109,224.46682333983,224.494126153544,0.041896361631753,46.3693495038589,3.62271990686688,113.777223339312,75.2325470172583,52.5717750826902,222.645203969129,249.379833064137,75.7934511956464,61.0652701212789,214.950606394708,122.141903696617,80.8567138730757,51.7146637265711,225.42447629548,158.134509371555,72.2366041896362,158.070782800441,65.2701212789416,12.6111111111111,6119.67591335255
"3171197.803",34120,94166971,684.866960030373,30.0568408243055,242.85910898606,NA,0.0544975095224143,42.6018165836507,2.80348901339301,176.677349711037,113.382566948703,46.8215646059185,189.808672721945,363.087458421365,115.401992661975,69.0542045121594,196.662467037797,145.140065957541,91.2887777170058,42.7858189276296,187.578669791972,105.043949604454,101.408731321418,105.13565777908,96.7541752124231,9.47777777777778,6491.01685451009
"3171220803",45220,94170074.9340511,492.70849687928,83.0514597514917,193.282104478496,NA,0.0643786451323463,29.5280394795873,3.80829855389208,123.076371383325,78.7346116747756,40.9634365186182,191.30843427546,246.588658825278,77.681269757092,45.8387169134141,190.11686855092,123.07954401818,79.5622922953815,39.6951547779273,192.105652759085,156.423956931359,54.6155226558995,156.938537460745,56.5946612830866,12.5611111111111,6188.96617468918
"3171342802",23450,94167048.8098892,732.218037225605,31.6924981783126,254.317471742427,NA,0.0268542199488491,41.8610400682012,2.47647268586147,173.536526600317,109.303708039891,46.5839727195226,190.975703324808,378.702828600787,118.377664043267,68.5886615515771,192.892583120205,180.020268123981,114.100383653665,46.1031543052003,192.467178175618,114.835038363171,127.949275362319,114.8968456948,124.799232736573,6.51388888888889,4769.5869369279
"3172072807",8010,94160345.042394,660.182996183857,59.1526176852181,257.248995735758,257.131129657241,0,1.87905236907731,3.96287741863222,200.451396989703,119.750499392388,49.4563591022444,183.004987531172,323.763555702723,81.189650709195,66.8391521197007,214.85536159601,135.971632351007,61.4594762140973,60.8753117206983,214.978802992519,144.189526184539,83.0785536159601,142.903990024938,83.0785536159601,2.225,1468.90716650908
"3172081802",82350,94703809.9511603,399.08600169111,37.2942655288265,194.284897997637,NA,0.0236909245535172,47.3811201555097,4.70778254178876,106.180137136005,66.2714249324196,56.9975701615843,215.912890292796,186.846670554889,60.4359492880651,59.5184060259993,209.135220507836,106.134535709022,66.8807798948312,54.0112987486332,214.313935123314,5.2738427894545,81.3428502004617,26.4071194265581,81.272992346009,22.875,9129.09228868415
"3172088.802",14490,94703809.0006897,360.384732381886,37.2838608200797,182.706180143685,NA,0.0475862068965517,38.8068965517241,3.47738932839755,95.9033611850081,60.3002755303218,53.371724137931,213.006896551724,168.574379499164,54.5814481963782,55.8475862068966,206.113793103448,95.9959576626482,60.4146202985172,50.9772413793103,211.437931034483,18.9062068965517,76.5503448275862,94.3841379310345,68.9827586206897,4.025,1450.54854783709
"3172090802",22660,94702863.2077636,390.813560633918,24.9572566151882,195.098836038099,NA,0.0397000441111601,40.8526687251875,3.43053646701835,104.097527197294,64.2362593191018,56.339655932951,215.059991177768,182.638256974929,56.2737541998871,60.5024261138068,207.008381120423,104.091675747004,64.3329068713538,53.2073224525805,213.311865902073,38.7512130569034,108.172915747684,33.7212174680194,96.1623290692545,6.29444444444444,2459.95424554572
"3172121801",28270,58223618.7660567,506.42463294263,17.7730527877978,192.683384075788,NA,0.0251166128453534,44.0251166128454,2.67273967775941,127.116245461571,79.6586649901216,42.8952278435594,187.888769285971,252.743499472358,80.7320055679305,49.0035880875493,187.171869393613,126.56170694059,78.496197259764,41.3329745245784,188.819878005023,119.327233584499,118.500897021887,113.311804808037,112.401506996771,7.85277777777778,3976.84010369115
"3172122801",28150,58236493.5724432,546.877450162714,21.1040839403868,206.805986772884,NA,0,47,2.71368810166181,135.848942287944,85.2182883430611,45.1892755681818,188.768465909091,274.69079115174,87.7448861409317,51.9051846590909,189.308238636364,136.33896205642,84.4274505024607,43.4520596590909,189.84765625,140.165127840909,125.887784090909,140.137784090909,120.299360795455,7.81944444444444,4276.27783946678
"3172128803",13810,94166561.7984046,728.741531493787,40.9831768807681,257.493282636237,257.532968002441,0,8.48368382886149,3.18634011729893,204.84759145478,124.512255448721,50.3981145757796,185.658448150834,361.336575669253,116.036547983791,67.8477157360406,197.986947063089,162.24933397986,102.225743681733,44.9441624365482,197.324147933285,104.357505438724,80.7664974619289,104.126903553299,69.3016678752719,3.83611111111111,2795.53348609144
"3172300.803",18100,94160339,614.863455548595,53.6268368945604,241.0954580386,241.027908773859,0.0795140806184429,37.2379900607399,4.03127345059341,185.764337541779,102.770403386611,47.5317504141358,181.982330204307,305.660563671674,76.3996135964702,65.6499171728327,199.207067918277,127.136736810833,57.6016568393749,59.7669795692987,203.975151849807,200.997239094423,44.3749309773606,204.193263390392,42.9094422970734,5.02777777777778,3091.39681817488
"3172328803",17990,94161880.4955555,514.65301876492,67.9310000144111,237.909601525201,NA,0,19.7483333333333,4.99492217620214,118.555847782559,66.902000219557,62.9961111111111,209.945,263.605052354601,75.8511665217082,76.4744444444444,211.333888888889,132.489357672797,75.7368888770209,62.6683333333333,212.117222222222,207.069444444444,81.3961111111111,206.938333333333,81.4283333333333,4.99722222222222,2571.83550210581
"3172328804",15270,94169390.1577225,515.960974668333,68.7394662277861,237.322195871962,NA,0,16.3429319371728,4.90377882450663,129.35260191513,73.6681939893992,64.5503926701571,212.785340314136,257.1268253626,74.588874055453,74.0615183246073,210.948298429319,129.492776086817,74.4547115146178,61.8939790575916,211.683246073298,206.329188481675,81.5471204188482,207.134816753927,74.3586387434555,4.24166666666667,2188.53446755151
"3172402803",50030,94165348.6237743,527.184882621467,53.3733425548799,212.050969372517,212.037152201599,0,48.9227536521913,4.94572051334362,129.691542623328,82.8638383759626,42.9275565339204,189.996197718631,267.708042776105,81.0383231021987,59.1216730038023,231.259155493296,129.783929235105,83.7448863330449,41.5113067840704,191.041024614769,155.281969181509,80.2213327996798,155.234340604363,78.824294576746,13.8972222222222,7326.40546598667
"3172465802",17270,94508215.4907407,798.648776195667,71.2229154021652,265.404633248294,NA,0,31.3796296296296,3.60946591515784,196.554889634803,87.2844328527097,60.478587962963,185.421875,405.536385624497,88.5369212804017,69.3877314814815,184.752893518519,196.566502270875,86.2056133791252,57.9866898148148,185.951388888889,154.44849537037,76.3726851851852,147.386574074074,0.439236111111111,4.79722222222222,3831.29565691644
"3172885803",29580,94161401.4058804,523.986565964091,45.481042394609,229.477852602511,229.496554973843,0,47.4150050692802,5.27017826903467,126.585895026524,80.64782026677,42.304156809733,189.594795539033,270.916679555075,91.8751941047919,62.8394727948631,232.29469415343,126.486064760054,81.1050686309289,41.3866171003717,190.627238932072,137.138222372423,83.080094626563,137.22406218317,83.1023994592768,8.21666666666667,4305.42295033828
